resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	spec.imageVerification.publicKey	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.imageVerification	PublicKey is the Cosign public key content used to verify the signature.	-
OpenBaoCluster	spec.imageVerification.subject	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.imageVerification	Subject is the OIDC subject for keyless verification.	-
OpenBaoCluster	spec.imageVerification.subjectRegExp	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.imageVerification	SubjectRegExp is a regular expression for the OIDC subject when using keyless verification.	-
OpenBaoCluster	spec.ingress	object	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	Ingress configures optional HTTP(S) ingress in front of the OpenBao Service.	-
OpenBaoCluster	spec.ingress.annotations	object	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	Annotations are additional annotations to apply to the Ingress.	-
OpenBaoCluster	spec.ingress.className	string	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	ClassName is an optional IngressClassName (for example, "nginx", "traefik").	-
OpenBaoCluster	spec.ingress.enabled	boolean	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	Enabled controls whether the Operator manages an Ingress for external access.	-
OpenBaoCluster	spec.ingress.host	string	true	-	minLength=1	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	Host is the primary host for external access, for example "bao.example.com".	-
OpenBaoCluster	spec.ingress.path	string	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	Path is the HTTP path to route to OpenBao, defaulting to "/".	-
OpenBaoCluster	spec.ingress.pathType	string	false	"Prefix"	enum="Prefix","Exact","ImplementationSpecific"	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	PathType identifies how the ingress controller should interpret Path.	-
OpenBaoCluster	spec.ingress.readinessMode	string	false	"LoadBalancerPublished"	enum="Created","LoadBalancerPublished"	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	ReadinessMode identifies when the operator should consider ingress integration ready for endpoint publication.	-
OpenBaoCluster	spec.ingress.tlsSecretName	string	false	-	-	beta-stable	networking	mutable	crd-schema,controller	none	required-if-changed	spec.ingress	TLSSecretName is an optional TLS Secret name; when empty the cluster TLS Secret is used.	-
OpenBaoCluster	spec.initContainer	object	false	-	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.initContainer	InitContainer configures the init container used to render OpenBao configuration.	-
OpenBaoCluster	spec.initContainer.enabled	boolean	false	true	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.initContainer	Enabled controls whether the init container is used to render the configuration.	-
OpenBaoCluster	spec.initContainer.image	string	false	-	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.initContainer	Image is the container image to use for the init container.	-
OpenBaoCluster	spec.maintenance	object	false	-	-	beta-stable	lifecycle	mutable	crd-schema,controller	none	required-if-changed	spec.maintenance	Maintenance configures supported maintenance workflows.	-
OpenBaoCluster	spec.maintenance.enabled	boolean	false	-	-	beta-stable	lifecycle	mutable	crd-schema,controller	none	required-if-changed	spec.maintenance	Enabled enables maintenance mode for this cluster.	-
OpenBaoCluster	spec.maintenance.restartAt	string	false	-	minLength=1	deprecated	lifecycle	mutable	crd-schema,controller	none	required-if-changed	spec.maintenance.restartAt	RestartAt triggers a rolling restart when changed.	Use spec.runtime.restartAt.
OpenBaoCluster	spec.network	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	Network configures network-related settings for the cluster.	-
OpenBaoCluster	spec.network.apiServerCIDR	string	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	APIServerCIDR is an optional CIDR block for the Kubernetes API server.	-
OpenBaoCluster	spec.network.apiServerEndpointIPs	array<string>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	APIServerEndpointIPs is an optional list of Kubernetes API server endpoint IPs.	-
OpenBaoCluster	spec.network.dnsEndpointIPs	array<string>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	DNSEndpointIPs is an optional list of DNS resolver endpoint IPs that should be allow-listed directly in the operator-managed NetworkPolicy on TCP/UDP port 53.	-
OpenBaoCluster	spec.network.dnsNamespace	string	false	"kube-system"	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	DNSNamespace specifies the namespace where the cluster DNS service resides.	-
OpenBaoCluster	spec.network.egressRules	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	EgressRules allows users to specify additional egress rules that will be merged into the operator-managed NetworkPolicy.	-
OpenBaoCluster	spec.network.egressRules[].ports	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	ports is a list of destination ports for outgoing traffic.	-
OpenBaoCluster	spec.network.egressRules[].ports[].endPort	integer	false	-	format=int32	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	endPort indicates that the range of ports from port to endPort if set, inclusive, should be allowed by the policy.	-
OpenBaoCluster	spec.network.egressRules[].ports[].port	unknown	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	port represents the port on the given protocol.	-
OpenBaoCluster	spec.network.egressRules[].ports[].protocol	string	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	protocol represents the protocol (TCP, UDP, or SCTP) which traffic must match.	-
OpenBaoCluster	spec.network.egressRules[].to	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	to is a list of destinations for outgoing traffic of pods selected for this rule.	-
OpenBaoCluster	spec.network.egressRules[].to[].ipBlock	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	ipBlock defines policy on a particular IPBlock.	-
OpenBaoCluster	spec.network.egressRules[].to[].ipBlock.cidr	string	true	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	cidr is a string representing the IPBlock Valid examples are "192.168.1.0/24" or "2001:db8::/64"	-
OpenBaoCluster	spec.network.egressRules[].to[].ipBlock.except	array<string>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	except is a slice of CIDRs that should not be included within an IPBlock Valid examples are "192.168.1.0/24" or "2001:db8::/64" Except values will be rejected if they are outside the cidr range	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	namespaceSelector selects namespaces using cluster-scoped labels.	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector.matchExpressions	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector.matchExpressions[].key	string	true	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector.matchExpressions[].operator	string	true	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector.matchExpressions[].values	array<string>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	values is an array of string values.	-
OpenBaoCluster	spec.network.egressRules[].to[].namespaceSelector.matchLabels	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	podSelector is a label selector which selects pods.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector.matchExpressions	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector.matchExpressions[].key	string	true	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector.matchExpressions[].operator	string	true	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector.matchExpressions[].values	array<string>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	values is an array of string values.	-
OpenBaoCluster	spec.network.egressRules[].to[].podSelector.matchLabels	object	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.network.ingressRules	array<object>	false	-	-	beta-stable	networking	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.network	IngressRules allows users to specify additional ingress rules that will be merged into the operator-managed NetworkPolicy.	-
